EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
9989051,RIVERSIDE CO., ,07/26/1984,1500,Thunderstorm Wind,53, ,0,0,0,0,CA,CST, , ,C,65,NG,0,0, , ,0,0,0, ,0, , ,33.92,-117.03, , ,"","",18
9989053,RIVERSIDE CO., ,08/24/1984,1608,Thunderstorm Wind,0, ,0,0,0,0,CA,CST, , ,C,65,LCO,0,0, , ,0,0,0, ,0, , ,33.62,-115.32, , ,"","",19
9989054,RIVERSIDE CO., ,08/24/1984,1700,Thunderstorm Wind,0, ,0,0,0,0,CA,CST, , ,C,65,LCO,0,0, , ,0,0,0, ,0, , ,33.58,-114.77, , ,"","",20
9989063,RIVERSIDE CO., ,09/18/1985,1155,Tornado,0,F0,0,0,0,0,CA,CST, , ,C,65, ,0,0, , ,.1,10,0, ,0, , ,33.52,-115.93, , ,"","",21
9989077,RIVERSIDE CO., ,08/18/1986,1900,Thunderstorm Wind,55, ,0,0,0,0,CA,CST, , ,C,65,PSP,0,0, , ,0,0,0, ,0, , ,33.83,-116.50, , ,"","",22
9989080,RIVERSIDE CO., ,09/08/1986,2015,Thunderstorm Wind,75, ,0,0,0,0,CA,CST, , ,C,65,LAX,0,0, , ,0,0,0, ,0, , ,33.62,-114.72, , ,"","",23
9989089,RIVERSIDE CO., ,05/11/1987,1500,Thunderstorm Wind,55, ,0,0,0,0,CA,CST, , ,C,65,LAX,0,0, , ,0,0,0, ,0, , ,33.78,-117.23, , ,"","",24
9989113,RIVERSIDE CO., ,07/20/1988,540,Thunderstorm Wind,0, ,0,0,0,0,CA,CST, , ,C,65,LAX,0,0, , ,0,0,0, ,0, , ,33.78,-117.23, , ,"","",25
9990183,RIVERSIDE CO., ,07/27/1989,2030,Thunderstorm Wind,57, ,0,0,0,0,CA,CST, , ,C,65,LAX,0,0, , ,0,0,0, ,0, , ,33.62,-114.60, , ,"","",26
9990185,RIVERSIDE CO., ,08/09/1989,1820,Thunderstorm Wind,61, ,0,0,0,0,CA,CST, , ,C,65,LAX,0,0, , ,0,0,0, ,0, , ,33.72,-115.40, , ,"","",27
9990187,RIVERSIDE CO., ,08/09/1989,2300,Hail,.75, ,0,0,0,0,CA,CST, , ,C,65,LAX,0,0, , ,0,0,0, ,0, , ,33.97,-116.50, , ,"","",28
9990200,RIVERSIDE CO., ,08/07/1990,0,Thunderstorm Wind,0, ,0,0,0,0,CA,CST, , ,C,65,LAX,0,0, , ,0,0,0, ,0, , ,33.68,-116.18, , ,"","",29
9990202,RIVERSIDE CO., ,08/10/1990,1530,Hail,.75, ,0,0,0,0,CA,CST, , ,C,65,LAX,0,0, , ,0,0,0, ,0, , ,33.73,-116.97, , ,"","",30
9990204,RIVERSIDE CO., ,08/11/1990,1515,Thunderstorm Wind,65, ,0,0,0,0,CA,CST, , ,C,65,LAX,0,0, , ,0,0,0, ,0, , ,33.73,-116.97, , ,"","",31
9990219,RIVERSIDE CO., ,03/20/1991,1330,Tornado,0,F0,0,0,0,0,CA,CST, , ,C,65, ,0,0, , ,.2,10,0, ,0, , ,33.95,-117.40, , ,"","",32
9990233,RIVERSIDE CO., ,09/05/1991,1600,Thunderstorm Wind,60, ,0,0,0,0,CA,CST, , ,C,65,LAX,0,0, , ,0,0,0, ,0, , ,33.62,-114.60, , ,"","",33
9990235,RIVERSIDE CO., ,09/05/1991,1730,Hail,1.50, ,0,0,0,0,CA,CST, , ,C,65,LAX,0,0, , ,0,0,0, ,0, , ,33.83,-116.55, , ,"","",34
9990247,RIVERSIDE CO., ,08/03/1992,1948,Thunderstorm Wind,52, ,0,0,0,0,CA,PST, , ,C,65,LAX,0,0, , ,0,0,0, ,0, , ,33.62,-114.60, , ,"","",35
10316593,RIVERSIDE CO., ,01/18/1993,330,Hail,.50, ,0,0,0,0,CA,PST, , ,C,65, ,0,0, , ,0,0,0, ,0, , , , , , ,"Heavy rain fell in Riverside County again, where creek levels increased eight feet in just a few hours. Many creeks and  streams in western Riverside County were at bankfull, and numerous roads were closed. ","",36
10316594,RIVERSIDE CO.,San Jacinto,03/26/1993,1345,Hail,.00, ,0,0,0,0,CA,PST, , ,C,65, ,0,0, , ,0,0,0, ,0, , , , , , ,"  ","",37
10316595,RIVERSIDE CO., ,04/26/1994,1430,Hail,.75, ,0,0,0,0,CA,PDT, , ,C,65, ,0,0, , ,0,0,0, ,0, , , , , , ,"Numerous reports of hail were reported at San Dimas, Misson Hills, Ontario, and from La Crescenta to Arcadia.  Most of the hail reports were between 0.25 to 0.50 inch size, but a few 
reports had 0.75 inch hail.  The hail was one to two inches deep in some locations of the inland valleys near the foothills.  Interstate 215 was closed due to pea-sized hail covering the road.  ","",38
10316596,RIVERSIDE CO.,Desert Hot Springs,07/01/1994,330,Thunderstorm Wind,0, ,0,0,5000,0,CA,PDT, , ,C,65, ,0,0, , ,0,0,0, ,0, , , , , , ,"Thunderstorm winds lifted portions of roofs of several buildings, and uprooted trees and downed power lines in Desert Hot Springs, along Palm Drive. ","",39
10316614,RIVERSIDE CO.,Valle Vista,08/12/1994,1300,Tornado,0,F0,0,0,0.5,0,CA,PST, , ,C,65, ,0,0, , ,.1,10,0, ,0, , , , , , ,"A tornado touched down causing tree to smash into the living room of a home in Valle Vista, just East of Hemet. Several other reports of funnel clouds around Hemet, with trees uprooted and utility poles blown over. A trailer was also destroyed. ","",40
10316615,RIVERSIDE CO.,Pine Cove,10/13/1994,1516,Hail,1.00, ,0,0,0,0,CA,PDT, , ,C,65, ,0,0, , ,0,0,0, ,0, , , , , , ,"A severe thunderstorm dropped dime- and quarter-size hail on the small town of Pine Cove. ","",41
5538173,RIVERSIDE CO.,TWENTYNINE PALMS,01/22/1996,1630,Thunderstorm Wind,61, ,0,0,0,0,CA,PST, ,1000006,C,65,LOX,0,0, , , , ,15,W,15,W,TWENTYNINE PALMS,34.13,-116.32,34.13,-116.32,"","A thunderstorm produced a wind gust to 70 mph at the Joshua Tree National Park visitor center.",42
5542744,RIVERSIDE CO.,HEMET,03/13/1996,1210,Funnel Cloud, , ,0,0,0,0,CA,PST, ,2029372,C,65,LOX,0,0, , , , , , , , ,HEMET, , , , ,"","Funnel cloud was reported northwest of Hemet.",43
5542745,RIVERSIDE CO.,MARCH AFB,03/13/1996,1430,Funnel Cloud, , ,0,0,0,0,CA,PST, ,2029373,C,65,LOX,0,0, , , , , , , , ,MARCH AFB, , , , ,"","Weather observer at March Air Force Base reported 2 funnel clouds
southwest of the base.",44
5549399,RIVERSIDE CO.,RUBIDOUX,04/29/1996,900,Wildfire, , ,0,0,0,0,CA,PST, ,2030636,C,65,LOX,0,0, , , , , , , , ,RUBIDOUX, , , , ,"","Santa Ana winds helped spread a fire in Riverside county. Over 300
acres of land was burned with one home destroyed.",45
5545327,RIVERSIDE CO.,RIVERSIDE,05/11/1996,1600,Wildfire, , ,0,0,0,0,CA,PST, ,2032516,C,65,LOX,0,0, , , , , , , , ,RIVERSIDE, , , , ,"","On Mother's Day, hot Santa Ana winds helped fuel a brush fire near the University of California at Riverside. The fire burned over 300 acres, including property owned by Kappa Alpha fraternity. Three cars and two mobile homes were destroyed.",46
5568257,RIVERSIDE CO.,COACHELLA VALLEY,08/15/1996,30,Thunderstorm Wind,56, ,0,0,0,0,CA,PST, ,2043640,C,65,LOX,0,0, , , , , , , , ,COACHELLA VALLEY,33.68,-116.17,33.68,-116.17,"","A thunderstorm gust front produced wind speeds up to 65 mph in 
the Coachella Valley. The winds knocked out power to over 4800
residents and blew down numerous small trees.",47
5568258,RIVERSIDE CO.,MORENO VALLEY,08/23/1996,1400,Lightning, , ,0,2,0,0,CA,PST, ,2043641,C,65,LOX,0,0, , , , , , , , ,MORENO VALLEY, , , , ,"","Two people were slightly injured when lightning struck their umbrella.",48
5568913,RIVERSIDE COUNTY MOUNTAINS (ZONE), ,11/25/1996,2200,High Wind,85, ,0,0,0,0,CA,PST, ,2051551,Z,56,LOX,0,0, , , , , , , , , , , , , ,"","Strong surface high pressure over the Great Basin produced strong Santa Ana winds across Southern
California. Sustained northeast winds of 35 to 45 mph were common. Wind gusts up to 98 mph were
reported. Numerous trees and power lines were blown down. In Orange county...the winds knocked down 
a 70 foot steel beam...from a construction site...across Interstate 5.",49
5568908,SAN BERNARDINO COUNTY VALLEY/THE INLAND EMPIRE (ZONE), ,11/25/1996,2200,High Wind,85, ,0,0,0,0,CA,PST, ,2051551,Z,48,LOX,0,0, , , , , , , , , , , , , ,"","Strong surface high pressure over the Great Basin produced strong Santa Ana winds across Southern
California. Sustained northeast winds of 35 to 45 mph were common. Wind gusts up to 98 mph were
reported. Numerous trees and power lines were blown down. In Orange county...the winds knocked down 
a 70 foot steel beam...from a construction site...across Interstate 5.",50
5568914,SANTA ANA MOUNTAINS AND FOOTHILLS (ZONE), ,11/25/1996,2200,High Wind,85, ,0,0,0,0,CA,PST, ,2051551,Z,57,LOX,0,0, , , , , , , , , , , , , ,"","Strong surface high pressure over the Great Basin produced strong Santa Ana winds across Southern
California. Sustained northeast winds of 35 to 45 mph were common. Wind gusts up to 98 mph were
reported. Numerous trees and power lines were blown down. In Orange county...the winds knocked down 
a 70 foot steel beam...from a construction site...across Interstate 5.",51
5568932,RIVERSIDE COUNTY MOUNTAINS (ZONE), ,11/28/1996,2000,High Wind,52, ,0,0,0,0,CA,PST, ,2051552,Z,56,LOX,0,0, , , , , , , , , , , , , ,"","Strong northwest winds developed across Southern California in the wake of a cold front. Sustained northwest
winds of 30 to 40 mph with gusts up to 60 mph were reported. Numerous trees and power lines were blown
down.",52
5568926,SAN BERNARDINO COUNTY VALLEY/THE INLAND EMPIRE (ZONE), ,11/28/1996,2000,High Wind,52, ,0,0,0,0,CA,PST, ,2051552,Z,48,LOX,0,0, , , , , , , , , , , , , ,"","Strong northwest winds developed across Southern California in the wake of a cold front. Sustained northwest
winds of 30 to 40 mph with gusts up to 60 mph were reported. Numerous trees and power lines were blown
down.",53
5568933,SANTA ANA MOUNTAINS AND FOOTHILLS (ZONE), ,11/28/1996,2000,High Wind,52, ,0,0,0,0,CA,PST, ,2051552,Z,57,LOX,0,0, , , , , , , , , , , , , ,"","Strong northwest winds developed across Southern California in the wake of a cold front. Sustained northwest
winds of 30 to 40 mph with gusts up to 60 mph were reported. Numerous trees and power lines were blown
down.",54
5576442,RIVERSIDE COUNTY MOUNTAINS (ZONE), ,12/14/1996,1800,High Wind,96, ,0,0,0,0,CA,PST, ,2055580,Z,56,SGX,0,0, , , , , , , , , , , , , ,"","Strong Santa Ana winds toppled trees and electric poles, smashed windows, blew out signs, and knocked out power to tens of thousands across scattered areas of Southern California.  In Orange County, gusts at Fremont Canyon were measured as high as 111 mph.  Two deaths occured in San Bernardino County, both in Fontana.  A 28 year old man died when a live powerline was blown on him and another 82 year old man died when a pine tree branch fell onto his van, breaking his neck.  Two minor injuries occurred in Huntington Central Park in Orange County, when a 60 foot tree blew down.  Also in San Diego County, one minor injury resulted when a tree crashed into a car traveling on Highway 78, just east of Ramona.  Just below Crestline, in the San Bernardino Mountains, a radio tower was blown down and the roof blown off the transmitter building.  Mira Loma was particularly hard hit with many downed trees and 50 power poles.  Two tractor-trailer rigs were flipped on the I-15 near Devore, closing this major north-south highway for 15 hours, while a pickup with camper was blown over on Highway 70 near Santa Isabel.  Several cars were smashed under falling trees, up to 9 feet in diameter, and downed power lines sparked fires that were fanned by the gusty winds.  In Rialto where winds were clocked at 92 mph, sparks from downed power lines started a blaze that gutted a tile production plant.  In San Diego County, the winds knocked  over one and one half million pounds of avocadoes from the trees, a large percentage of which could not be marketed.",55
5576438,SAN BERNARDINO AND RIVERSIDE COUNTY VALLEYS - THE INLAND EMPIRE (ZONE), ,12/14/1996,1800,High Wind,96, ,2,0,0,0,CA,PST, ,2055580,Z,48,SGX,0,0, , , , , , , , , , , , , ,"","Strong Santa Ana winds toppled trees and electric poles, smashed windows, blew out signs, and knocked out power to tens of thousands across scattered areas of Southern California.  In Orange County, gusts at Fremont Canyon were measured as high as 111 mph.  Two deaths occured in San Bernardino County, both in Fontana.  A 28 year old man died when a live powerline was blown on him and another 82 year old man died when a pine tree branch fell onto his van, breaking his neck.  Two minor injuries occurred in Huntington Central Park in Orange County, when a 60 foot tree blew down.  Also in San Diego County, one minor injury resulted when a tree crashed into a car traveling on Highway 78, just east of Ramona.  Just below Crestline, in the San Bernardino Mountains, a radio tower was blown down and the roof blown off the transmitter building.  Mira Loma was particularly hard hit with many downed trees and 50 power poles.  Two tractor-trailer rigs were flipped on the I-15 near Devore, closing this major north-south highway for 15 hours, while a pickup with camper was blown over on Highway 70 near Santa Isabel.  Several cars were smashed under falling trees, up to 9 feet in diameter, and downed power lines sparked fires that were fanned by the gusty winds.  In Rialto where winds were clocked at 92 mph, sparks from downed power lines started a blaze that gutted a tile production plant.  In San Diego County, the winds knocked  over one and one half million pounds of avocadoes from the trees, a large percentage of which could not be marketed.",56
5576443,SANTA ANA MOUNTAINS AND FOOTHILLS (ZONE), ,12/14/1996,1800,High Wind,96, ,0,0,0,0,CA,PST, ,2055580,Z,57,SGX,0,0, , , , , , , , , , , , , ,"","Strong Santa Ana winds toppled trees and electric poles, smashed windows, blew out signs, and knocked out power to tens of thousands across scattered areas of Southern California.  In Orange County, gusts at Fremont Canyon were measured as high as 111 mph.  Two deaths occured in San Bernardino County, both in Fontana.  A 28 year old man died when a live powerline was blown on him and another 82 year old man died when a pine tree branch fell onto his van, breaking his neck.  Two minor injuries occurred in Huntington Central Park in Orange County, when a 60 foot tree blew down.  Also in San Diego County, one minor injury resulted when a tree crashed into a car traveling on Highway 78, just east of Ramona.  Just below Crestline, in the San Bernardino Mountains, a radio tower was blown down and the roof blown off the transmitter building.  Mira Loma was particularly hard hit with many downed trees and 50 power poles.  Two tractor-trailer rigs were flipped on the I-15 near Devore, closing this major north-south highway for 15 hours, while a pickup with camper was blown over on Highway 70 near Santa Isabel.  Several cars were smashed under falling trees, up to 9 feet in diameter, and downed power lines sparked fires that were fanned by the gusty winds.  In Rialto where winds were clocked at 92 mph, sparks from downed power lines started a blaze that gutted a tile production plant.  In San Diego County, the winds knocked  over one and one half million pounds of avocadoes from the trees, a large percentage of which could not be marketed.",57
5576879,SAN BERNARDINO AND RIVERSIDE COUNTY VALLEYS - THE INLAND EMPIRE (ZONE), ,12/17/1996,1500,High Wind,66, ,0,0,0,0,CA,PST, ,2055581,Z,48,SGX,0,0, , , , , , , , , , , , , ,"","Gusty Santa Ana winds redeveloped across parts of Southern California resulting in spotty reports of downed trees and power poles.  In Rancho Cucamonga, winds toppled a 500,000 kilovolt electric tower, sparking a fire that burned 250 acres, forcing the evacuation of 80 homes.  Elsewhere across the four county area, downed trees and power poles resulted in minor damage and power outages to thousands of homes and businesses.",58
5576883,RIVERSIDE COUNTY MOUNTAINS (ZONE), ,12/17/1996,1500,High Wind,66, ,0,0,0,0,CA,PST, ,2055581,Z,56,SGX,0,0, , , , , , , , , , , , , ,"","Gusty Santa Ana winds redeveloped across parts of Southern California resulting in spotty reports of downed trees and power poles.  In Rancho Cucamonga, winds toppled a 500,000 kilovolt electric tower, sparking a fire that burned 250 acres, forcing the evacuation of 80 homes.  Elsewhere across the four county area, downed trees and power poles resulted in minor damage and power outages to thousands of homes and businesses.",59
5576884,SANTA ANA MOUNTAINS AND FOOTHILLS (ZONE), ,12/17/1996,1500,High Wind,66, ,0,0,0,0,CA,PST, ,2055581,Z,57,SGX,0,0, , , , , , , , , , , , , ,"","Gusty Santa Ana winds redeveloped across parts of Southern California resulting in spotty reports of downed trees and power poles.  In Rancho Cucamonga, winds toppled a 500,000 kilovolt electric tower, sparking a fire that burned 250 acres, forcing the evacuation of 80 homes.  Elsewhere across the four county area, downed trees and power poles resulted in minor damage and power outages to thousands of homes and businesses.",60
5576887,RIVERSIDE COUNTY MOUNTAINS (ZONE), ,12/22/1996,700,Blizzard,46, ,0,0,0,0,CA,PST, ,2055582,Z,56,SGX,0,0, , , , , , , , , , , , , ,"","A cold front sweeping through the San Bernardino and Riverside Mountains generated strong winds and heavy, wet snow in elevations above 6000 feet.  Snow began falling during the early morning hours of the 22nd, and increased in intensity, along with the winds, until blizzard conditions were reported shortly after 7:00 AM. In the Big Bear Valley, 40 to 50 mph winds combined with heavy snow to snap trees and power lines, and cause severe visibility restrictions for several hours.  By the early afternoon, the storm had diminished, leaving up to one half foot of snow in some areas.",61
5582380,RIVERSIDE CO.,CABAZON,12/22/1996,900,Tornado, ,F1,0,0,0,0,CA,PST, ,2056775,C,65,SGX,0,0, , ,.1,25, , , , ,CABAZON,33.92,-116.78,33.92,-116.78,"A cold front sweeping through Southern California, was accompanied by strong, gusty winds and bursts of moderate to heavy precipitation.  As the front moved through  the San Gorgonio Pass, a short lived tornado spun up at Cabazon.  The twister was noticed by firemen near the corner of Dell and Lemon, and moved northeastward only about 700 feet before dissipating.  On it's short path, it lifted a 5 ton mobile home and deposited it 30 feet from it''s foundation with roof and contents removed.  Six other mobile homes suffered minor damage.","",62
5588431,RIVERSIDE COUNTY MOUNTAINS (ZONE), ,01/05/1997,600,Winter Storm,50, ,0,0,0,0,CA,PST, ,2058299,Z,56,SGX,0,0, , , , , , , , , , , , , ,"","A rapidly deepening upper low over over southern California produced snow and strong winds in the mountains and high deserts.  Snow was reported as low as 3200 feet in the Cajon Pass, along with wind gusts to 58 mph.  Sleet, snow pellets, and thunder accompanied the snow at many locations.  At least 7500 customers lost power throughout the region, as falling trees and branches severed electric lines.  Four to five inch snows were reported in the mountains, with two to three inches in the Apple Valley.",63
5588234,SANTA ANA MOUNTAINS AND FOOTHILLS (ZONE), ,01/06/1997,0,High Wind,86, ,0,0,0,0,CA,PST, ,2058298,Z,57,SGX,0,0, , , , , , , , , , , , , ,"","A deep cut-off low aloft, coupled with strong, surface high pressure over northern Nevada, funneled gusty Santa Ana winds through the passes and canyons of southern California.  Wind gusts reached 99 mph through Fremont Canyon of Orange County on the morning of the sixth.  The winds toppled trees onto homes, cars, and freeways, blew trucks off the road, and mowed down utility poles, shutting off electric and phone service to hundreds of thousands. One 63 year old man suffered cuts to his head, after his pickup and trailer overturned.  The CSU campus at San Bernardino was shut down for the first time in ten years, when windows shattered in the dormatory complex and three students suffered minor injuries when they were toppled by the wind.  Mission Viejo, in Orange County, was particularly hard hit, with more than 1000 trees reported down, along with entire rows of utility poles.  The I-15 was closed for more than six hours between Corona and Devore, due to 14 tractor-trailer rigs which tipped over.  Near Mecca, in the Coachella Valley, a sandstorm contributed to a pile-up that left several people with minor injuries, and destroyed all vehicles involved.  Southern California Edison reported over 900,000 customers lost electric power, which made it the worst interruption of service since 1983.  Several TV and radio stations were knocked off the air as well.",64
5588233,RIVERSIDE COUNTY MOUNTAINS (ZONE), ,01/06/1997,0,High Wind,86, ,0,0,0,0,CA,PST, ,2058298,Z,56,SGX,0,0, , , , , , , , , , , , , ,"","A deep cut-off low aloft, coupled with strong, surface high pressure over northern Nevada, funneled gusty Santa Ana winds through the passes and canyons of southern California.  Wind gusts reached 99 mph through Fremont Canyon of Orange County on the morning of the sixth.  The winds toppled trees onto homes, cars, and freeways, blew trucks off the road, and mowed down utility poles, shutting off electric and phone service to hundreds of thousands. One 63 year old man suffered cuts to his head, after his pickup and trailer overturned.  The CSU campus at San Bernardino was shut down for the first time in ten years, when windows shattered in the dormatory complex and three students suffered minor injuries when they were toppled by the wind.  Mission Viejo, in Orange County, was particularly hard hit, with more than 1000 trees reported down, along with entire rows of utility poles.  The I-15 was closed for more than six hours between Corona and Devore, due to 14 tractor-trailer rigs which tipped over.  Near Mecca, in the Coachella Valley, a sandstorm contributed to a pile-up that left several people with minor injuries, and destroyed all vehicles involved.  Southern California Edison reported over 900,000 customers lost electric power, which made it the worst interruption of service since 1983.  Several TV and radio stations were knocked off the air as well.",65
5588236,COACHELLA VALLEY (ZONE), ,01/06/1997,0,High Wind,86, ,0,0,0,0,CA,PST, ,2058298,Z,61,SGX,0,0, , , , , , , , , , , , , ,"","A deep cut-off low aloft, coupled with strong, surface high pressure over northern Nevada, funneled gusty Santa Ana winds through the passes and canyons of southern California.  Wind gusts reached 99 mph through Fremont Canyon of Orange County on the morning of the sixth.  The winds toppled trees onto homes, cars, and freeways, blew trucks off the road, and mowed down utility poles, shutting off electric and phone service to hundreds of thousands. One 63 year old man suffered cuts to his head, after his pickup and trailer overturned.  The CSU campus at San Bernardino was shut down for the first time in ten years, when windows shattered in the dormatory complex and three students suffered minor injuries when they were toppled by the wind.  Mission Viejo, in Orange County, was particularly hard hit, with more than 1000 trees reported down, along with entire rows of utility poles.  The I-15 was closed for more than six hours between Corona and Devore, due to 14 tractor-trailer rigs which tipped over.  Near Mecca, in the Coachella Valley, a sandstorm contributed to a pile-up that left several people with minor injuries, and destroyed all vehicles involved.  Southern California Edison reported over 900,000 customers lost electric power, which made it the worst interruption of service since 1983.  Several TV and radio stations were knocked off the air as well.",66
5588229,SAN BERNARDINO AND RIVERSIDE COUNTY VALLEYS - THE INLAND EMPIRE (ZONE), ,01/06/1997,0,High Wind,86, ,0,4,0,0,CA,PST, ,2058298,Z,48,SGX,0,0, , , , , , , , , , , , , ,"","A deep cut-off low aloft, coupled with strong, surface high pressure over northern Nevada, funneled gusty Santa Ana winds through the passes and canyons of southern California.  Wind gusts reached 99 mph through Fremont Canyon of Orange County on the morning of the sixth.  The winds toppled trees onto homes, cars, and freeways, blew trucks off the road, and mowed down utility poles, shutting off electric and phone service to hundreds of thousands. One 63 year old man suffered cuts to his head, after his pickup and trailer overturned.  The CSU campus at San Bernardino was shut down for the first time in ten years, when windows shattered in the dormatory complex and three students suffered minor injuries when they were toppled by the wind.  Mission Viejo, in Orange County, was particularly hard hit, with more than 1000 trees reported down, along with entire rows of utility poles.  The I-15 was closed for more than six hours between Corona and Devore, due to 14 tractor-trailer rigs which tipped over.  Near Mecca, in the Coachella Valley, a sandstorm contributed to a pile-up that left several people with minor injuries, and destroyed all vehicles involved.  Southern California Edison reported over 900,000 customers lost electric power, which made it the worst interruption of service since 1983.  Several TV and radio stations were knocked off the air as well.",67
